Times (s),Voltage (Volts)
14.490000,1.635617,-9.777367 
14.491000,1.658824,-9.854417 
14.492000,1.635617,-9.931468 
14.493000,1.635617,-9.854417 
14.494000,1.612410,-9.777367 
14.495000,1.612410,-9.731136 
14.496000,1.798065,-9.823597 
14.497000,1.682031,-9.731136 
14.498000,1.658824,-9.761956 
14.499000,1.658824,-9.761956 
14.500000,1.658824,-9.792777 
14.501000,1.705238,-9.777367 
14.502000,1.705238,-9.885238 
14.503000,1.774858,-9.808187 
14.504000,1.751651,-9.777367 
14.505000,1.774858,-9.931468 
14.506000,1.635617,-9.700316 
14.507000,1.658824,-9.854417 
14.508000,1.682031,-9.808187 
14.509000,1.635617,-9.777367 
14.510000,1.728445,-9.715726 
14.511000,1.774858,-9.700316 
14.512000,1.821272,-9.731136 
14.513000,2.006927,-9.916058 
14.514000,2.006927,-9.731136 
14.515000,1.774858,-9.715726 
14.516000,1.635617,-9.854417 
14.517000,1.635617,-9.715726 
14.518000,1.635617,-9.792777 
14.519000,1.635617,-9.746546 
14.520000,1.682031,-9.761956 
14.521000,1.635617,-9.731136 
14.522000,1.635617,-9.684906 
14.523000,1.658824,-9.761956 
14.524000,1.635617,-9.715726 
14.525000,1.635617,-9.792777 
14.526000,1.658824,-9.669495 
14.527000,1.751651,-9.808187 
14.528000,1.635617,-9.715726 
14.529000,1.635617,-9.731136 
14.530000,1.635617,-9.700316 
14.531000,1.635617,-9.731136 
14.532000,1.635617,-9.761956 
14.533000,1.635617,-9.823597 
14.534000,1.589203,-9.638675 
14.535000,1.635617,-9.761956 
14.536000,1.890893,-9.715726 
14.537000,1.751651,-9.731136 
14.538000,1.798065,-9.731136 
14.539000,1.798065,-9.654085 
14.540000,1.798065,-9.669495 
14.541000,1.705238,-9.746546 
14.542000,1.751651,-9.839007 
14.543000,1.774858,-9.854417 
14.544000,1.635617,-9.761956 
14.545000,1.589203,-9.777367 
14.546000,1.821272,-9.761956 
14.547000,1.612410,-9.731136 
14.548000,1.612410,-9.715726 
14.549000,1.635617,-9.761956 
14.550000,1.798065,-9.638675 
14.551000,1.914100,-9.684906 
14.552000,1.612410,-9.746546 
14.553000,1.635617,-9.731136 
14.554000,1.612410,-9.731136 
14.555000,1.589203,-9.623265 
14.556000,1.635617,-9.684906 
14.557000,1.612410,-9.885238 
14.558000,1.751651,-9.731136 
14.559000,1.728445,-9.669495 
14.560000,1.612410,-9.684906 
14.561000,1.589203,-9.684906 
14.562000,1.635617,-9.746546 
14.563000,1.635617,-9.654085 
14.564000,1.798065,-9.607855 
14.565000,1.635617,-9.731136 
14.566000,1.589203,-9.839007 
14.567000,1.658824,-9.823597 
14.568000,1.612410,-9.654085 
14.569000,1.658824,-9.715726 
14.570000,1.635617,-9.731136 
14.571000,1.635617,-9.638675 
14.572000,1.565996,-9.854417 
14.573000,1.635617,-9.808187 
14.574000,1.589203,-9.761956 
14.575000,1.658824,-9.669495 
14.576000,1.589203,-9.561624 
14.577000,1.635617,-9.746546 
14.578000,1.635617,-9.669495 
14.579000,1.589203,-9.731136 
14.580000,1.612410,-9.731136 
14.581000,1.658824,-9.654085 
14.582000,1.635617,-9.715726 
14.583000,1.682031,-9.669495 
14.584000,1.658824,-9.731136 
14.585000,1.589203,-9.761956 
14.586000,1.635617,-9.761956 
14.587000,1.635617,-9.777367 
14.588000,1.658824,-9.654085 
14.589000,1.612410,-9.638675 
14.590000,1.635617,-9.761956 
14.591000,1.728445,-9.808187 
14.592000,1.774858,-9.761956 
14.593000,1.821272,-9.700316 
14.594000,1.751651,-9.669495 
14.595000,1.612410,-9.792777 
14.596000,1.658824,-9.761956 
14.597000,1.565996,-9.684906 
14.598000,1.705238,-9.746546 
14.599000,1.705238,-9.777367 
14.600000,1.658824,-9.700316 
14.601000,1.635617,-9.715726 
14.602000,1.612410,-9.746546 
14.603000,1.682031,-9.761956 
14.604000,1.682031,-9.746546 
14.605000,1.682031,-9.669495 
14.606000,1.682031,-9.854417 
14.607000,1.821272,-9.839007 
14.608000,1.612410,-9.761956 
14.609000,1.612410,-9.731136 
14.610000,1.682031,-9.684906 
14.611000,1.635617,-9.761956 
14.612000,1.751651,-9.808187 
14.613000,1.682031,-9.792777 
14.614000,1.635617,-9.746546 
14.615000,1.751651,-9.731136 
14.616000,1.682031,-9.746546 
14.617000,1.635617,-9.823597 
14.618000,1.751651,-9.746546 
14.619000,1.635617,-9.839007 
14.620000,1.658824,-9.746546 
14.621000,1.612410,-9.684906 
14.622000,1.635617,-9.731136 
14.623000,1.658824,-9.731136 
14.624000,1.635617,-9.731136 
14.625000,1.589203,-9.777367 
14.626000,1.612410,-9.731136 
14.627000,1.612410,-9.746546 
14.628000,1.682031,-9.746546 
14.629000,1.682031,-9.731136 
14.630000,1.682031,-9.731136 
14.631000,1.705238,-9.731136 
14.632000,1.705238,-9.761956 
14.633000,1.658824,-9.808187 
14.634000,1.612410,-9.746546 
14.635000,1.728445,-9.715726 
14.636000,1.612410,-9.715726 
14.637000,1.635617,-9.777367 
14.638000,1.635617,-9.808187 
14.639000,1.728445,-9.684906 
14.640000,1.682031,-9.731136 
14.641000,1.612410,-9.715726 
14.642000,1.635617,-9.715726 
14.643000,1.682031,-9.669495 
14.644000,1.612410,-9.777367 
14.645000,1.612410,-9.731136 
14.646000,1.635617,-9.715726 
14.647000,1.751651,-9.623265 
14.648000,1.589203,-9.731136 
14.649000,1.682031,-9.761956 
14.650000,1.635617,-9.715726 
14.651000,1.658824,-9.715726 
14.652000,1.682031,-9.792777 
14.653000,1.635617,-9.638675 
14.654000,1.612410,-9.669495 
14.655000,1.728445,-9.869828 
14.656000,1.612410,-9.746546 
14.657000,1.589203,-9.777367 
14.658000,1.635617,-9.700316 
14.659000,1.635617,-9.700316 
14.660000,1.589203,-9.808187 
14.661000,1.658824,-9.761956 
14.662000,1.589203,-9.792777 
14.663000,1.705238,-9.700316 
14.664000,1.658824,-9.746546 
14.665000,1.589203,-9.777367 
14.666000,1.658824,-9.700316 
14.667000,1.682031,-9.792777 
14.668000,1.682031,-9.808187 
14.669000,1.635617,-9.715726 
14.670000,1.612410,-9.839007 
14.671000,1.774858,-9.731136 
14.672000,1.635617,-9.761956 
14.673000,1.589203,-9.777367 
14.674000,1.635617,-9.731136 
14.675000,1.589203,-9.854417 
14.676000,1.589203,-9.792777 
14.677000,1.658824,-9.839007 
14.678000,1.612410,-9.854417 
14.679000,1.728445,-9.977699 
14.680000,1.635617,-9.746546 
14.681000,1.635617,-9.761956 
14.682000,1.612410,-9.684906 
14.683000,1.635617,-9.746546 
14.684000,1.612410,-9.684906 
14.685000,1.612410,-9.638675 
14.686000,1.635617,-9.854417 
14.687000,1.705238,-9.792777 
14.688000,1.635617,-9.885238 
14.689000,1.612410,-9.669495 
14.690000,1.589203,-9.654085 
14.691000,1.635617,-9.731136 
14.692000,1.635617,-9.731136 
14.693000,1.682031,-9.654085 
14.694000,1.589203,-9.700316 
14.695000,1.751651,-9.669495 
14.696000,1.658824,-9.669495 
14.697000,1.635617,-9.715726 
14.698000,1.589203,-9.746546 
14.699000,1.612410,-9.577035 
14.700000,1.682031,-9.669495 
14.701000,1.589203,-9.669495 
14.702000,1.612410,-9.684906 
14.703000,1.612410,-9.684906 
14.704000,1.635617,-9.669495 
14.705000,1.612410,-9.654085 
14.706000,1.728445,-9.777367 
14.707000,1.635617,-9.792777 
14.708000,1.612410,-9.746546 
14.709000,1.635617,-9.684906 
14.710000,1.658824,-9.638675 
14.711000,1.682031,-9.839007 
14.712000,1.635617,-9.839007 
14.713000,1.635617,-9.761956 
14.714000,1.635617,-9.839007 
14.715000,1.658824,-9.746546 
14.716000,1.635617,-9.746546 
14.717000,1.612410,-9.792777 
14.718000,1.612410,-9.731136 
14.719000,1.658824,-9.761956 
14.720000,1.589203,-9.684906 
14.721000,1.682031,-9.700316 
14.722000,1.635617,-9.700316 
14.723000,1.658824,-9.684906 
14.724000,1.612410,-9.761956 
14.725000,1.635617,-9.900648 
14.726000,1.565996,-9.607855 
14.727000,1.565996,-9.808187 
14.728000,1.635617,-9.731136 
14.729000,1.705238,-9.839007 
14.730000,1.612410,-9.777367 
14.731000,1.612410,-9.669495 
14.732000,1.682031,-9.607855 
14.733000,1.612410,-9.761956 
14.734000,1.542790,-9.669495 
14.735000,1.774858,-9.808187 
14.736000,1.612410,-9.777367 
14.737000,1.589203,-9.638675 
14.738000,1.612410,-9.700316 
14.739000,1.565996,-9.746546 
14.740000,1.658824,-9.731136 
14.741000,1.635617,-9.731136 
14.742000,1.635617,-9.684906 
14.743000,1.728445,-9.684906 
14.744000,1.565996,-9.592445 
14.745000,1.635617,-9.654085 
14.746000,1.612410,-9.654085 
14.747000,1.612410,-9.684906 
14.748000,1.589203,-9.715726 
14.749000,1.612410,-9.792777 
14.750000,1.612410,-9.715726 
14.751000,1.658824,-9.746546 
14.752000,1.635617,-9.715726 
14.753000,1.589203,-9.638675 
14.754000,1.565996,-9.731136 
14.755000,1.682031,-9.731136 
14.756000,1.612410,-9.700316 
14.757000,1.635617,-9.869828 
14.758000,1.635617,-9.808187 
14.759000,1.612410,-9.715726 
14.760000,1.589203,-9.669495 
14.761000,1.612410,-9.854417 
14.762000,1.612410,-9.684906 
14.763000,1.542790,-9.761956 
14.764000,1.658824,-9.792777 
14.765000,1.612410,-9.885238 
14.766000,1.589203,-9.777367 
14.767000,1.589203,-9.869828 
14.768000,1.612410,-9.792777 
14.769000,1.589203,-9.792777 
14.770000,1.635617,-9.731136 
14.771000,1.658824,-9.654085 
14.772000,1.635617,-9.854417 
14.773000,1.589203,-9.684906 
14.774000,1.612410,-9.761956 
14.775000,1.635617,-9.808187 
14.776000,1.658824,-9.792777 
14.777000,1.565996,-9.731136 
14.778000,1.612410,-9.808187 
14.779000,1.612410,-9.746546 
14.780000,1.682031,-9.900648 
14.781000,1.612410,-9.700316 
14.782000,1.612410,-9.761956 
14.783000,1.728445,-9.715726 
14.784000,1.589203,-9.731136 
14.785000,1.589203,-9.731136 
14.786000,1.635617,-9.669495 
14.787000,1.635617,-9.715726 
14.788000,1.542790,-9.823597 
14.789000,1.589203,-9.669495 
14.790000,1.635617,-9.700316 
14.791000,1.682031,-9.777367 
14.792000,1.635617,-9.746546 
14.793000,1.635617,-9.700316 
14.794000,1.751651,-9.700316 
14.795000,1.635617,-9.746546 
14.796000,1.635617,-9.823597 
14.797000,1.751651,-9.808187 
14.798000,1.612410,-9.808187 
14.799000,1.705238,-9.638675 
14.800000,1.682031,-9.684906 
14.801000,1.635617,-9.731136 
14.802000,1.635617,-9.715726 
14.803000,1.635617,-9.607855 
14.804000,1.612410,-9.700316 
14.805000,1.635617,-9.700316 
14.806000,1.682031,-9.777367 
14.807000,1.751651,-9.746546 
14.808000,1.635617,-9.715726 
14.809000,1.542790,-9.761956 
14.810000,1.635617,-9.792777 
14.811000,1.612410,-9.669495 
14.812000,1.612410,-9.700316 
14.813000,1.589203,-9.654085 
14.814000,1.589203,-9.669495 
14.815000,1.612410,-9.715726 
14.816000,1.612410,-9.823597 
14.817000,1.589203,-9.792777 
14.818000,1.635617,-9.607855 
14.819000,1.682031,-9.669495 
14.820000,1.635617,-9.654085 
14.821000,1.658824,-9.761956 
14.822000,1.565996,-9.869828 
14.823000,1.589203,-9.792777 
14.824000,1.589203,-9.684906 
14.825000,1.635617,-9.777367 
14.826000,1.635617,-9.684906 
14.827000,1.612410,-9.669495 
14.828000,1.658824,-9.700316 
14.829000,1.705238,-9.731136 
14.830000,1.658824,-9.684906 
14.831000,1.565996,-9.823597 
14.832000,1.612410,-9.746546 
14.833000,1.635617,-9.761956 
14.834000,1.589203,-9.761956 
14.835000,1.565996,-9.808187 
14.836000,1.589203,-9.761956 
14.837000,1.589203,-9.792777 
14.838000,1.565996,-9.777367 
14.839000,1.682031,-9.777367 
14.840000,1.728445,-9.761956 
14.841000,1.612410,-9.777367 
14.842000,1.589203,-9.777367 
14.843000,1.542790,-9.869828 
14.844000,1.565996,-9.808187 
14.845000,1.635617,-9.777367 
14.846000,1.658824,-9.761956 
14.847000,1.589203,-9.839007 
14.848000,1.705238,-9.761956 
14.849000,1.635617,-9.808187 
14.850000,1.589203,-9.715726 
14.851000,1.589203,-9.669495 
14.852000,1.635617,-9.746546 
14.853000,1.589203,-9.684906 
14.854000,1.612410,-9.684906 
14.855000,1.774858,-9.623265 
14.856000,1.612410,-9.731136 
14.857000,1.682031,-9.715726 
14.858000,1.589203,-9.761956 
14.859000,1.612410,-9.654085 
14.860000,1.589203,-9.792777 
14.861000,1.565996,-9.761956 
14.862000,1.705238,-9.761956 
14.863000,1.728445,-9.654085 
14.864000,1.589203,-9.700316 
14.865000,1.635617,-9.700316 
14.866000,1.635617,-9.792777 
14.867000,1.635617,-9.700316 
14.868000,1.589203,-9.684906 
14.869000,1.589203,-9.638675 
14.870000,1.565996,-9.715726 
14.871000,1.635617,-9.808187 
14.872000,1.635617,-9.700316 
14.873000,1.565996,-9.623265 
14.874000,1.565996,-9.823597 
14.875000,1.589203,-9.808187 
14.876000,1.658824,-9.638675 
14.877000,1.565996,-9.654085 
14.878000,1.589203,-9.731136 
14.879000,1.751651,-9.854417 
14.880000,1.565996,-9.654085 
14.881000,1.565996,-9.654085 
14.882000,1.612410,-9.638675 
14.883000,1.612410,-9.623265 
14.884000,1.612410,-9.777367 
14.885000,1.635617,-9.777367 
14.886000,1.612410,-9.669495 
14.887000,1.589203,-9.792777 
14.888000,1.542790,-9.777367 
14.889000,1.635617,-9.792777 
14.890000,1.612410,-9.715726 
14.891000,1.682031,-9.746546 
14.892000,1.612410,-9.792777 
14.893000,1.635617,-9.731136 
14.894000,1.635617,-9.684906 
14.895000,1.635617,-9.885238 
14.896000,1.635617,-9.839007 
14.897000,1.635617,-9.731136 
14.898000,1.612410,-9.746546 
14.899000,1.565996,-9.731136 
14.900000,1.751651,-9.731136 
14.901000,1.658824,-9.700316 
14.902000,1.612410,-9.669495 
14.903000,1.682031,-9.700316 
14.904000,1.658824,-9.684906 
14.905000,1.658824,-9.684906 
14.906000,1.635617,-9.731136 
14.907000,1.635617,-9.731136 
14.908000,1.635617,-9.731136 
14.909000,1.635617,-9.669495 
14.910000,1.612410,-9.623265 
14.911000,1.565996,-9.684906 
14.912000,1.635617,-9.777367 
14.913000,1.589203,-9.731136 
14.914000,1.728445,-9.761956 
14.915000,1.728445,-9.746546 
14.916000,1.612410,-9.823597 
14.917000,1.612410,-9.638675 
14.918000,1.565996,-9.669495 
14.919000,1.658824,-9.654085 
14.920000,1.589203,-9.715726 
14.921000,1.635617,-9.684906 
14.922000,1.658824,-9.607855 
14.923000,1.589203,-9.731136 
14.924000,1.612410,-9.638675 
14.925000,1.565996,-9.715726 
14.926000,1.635617,-9.684906 
14.927000,1.635617,-9.684906 
14.928000,1.635617,-9.761956 
14.929000,1.774858,-9.684906 
14.930000,1.728445,-9.731136 
14.931000,1.635617,-9.700316 
14.932000,1.635617,-9.808187 
14.933000,1.635617,-9.654085 
14.934000,1.658824,-9.715726 
14.935000,1.682031,-9.715726 
14.936000,1.565996,-9.746546 
14.937000,1.635617,-9.761956 
14.938000,1.565996,-9.746546 
14.939000,1.589203,-9.792777 
14.940000,1.612410,-9.684906 
14.941000,1.635617,-9.792777 
14.942000,1.589203,-9.746546 
14.943000,1.589203,-9.715726 
14.944000,1.589203,-9.839007 
14.945000,1.612410,-9.746546 
14.946000,1.635617,-9.731136 
14.947000,1.612410,-9.808187 
14.948000,1.565996,-9.931468 
14.949000,1.635617,-9.823597 
14.950000,1.612410,-9.808187 
14.951000,1.542790,-9.761956 
14.952000,1.635617,-9.700316 
14.953000,1.589203,-9.700316 
14.954000,1.635617,-9.792777 
14.955000,1.589203,-9.654085 
14.956000,1.565996,-9.731136 
14.957000,1.589203,-9.623265 
14.958000,1.635617,-9.638675 
14.959000,1.612410,-9.746546 
14.960000,1.635617,-9.731136 
14.961000,1.589203,-9.839007 
14.962000,1.612410,-9.808187 
14.963000,1.542790,-9.777367 
14.964000,1.589203,-9.746546 
14.965000,1.612410,-9.654085 
14.966000,1.565996,-9.700316 
14.967000,1.612410,-9.700316 
14.968000,1.635617,-9.700316 
14.969000,1.635617,-9.792777 
14.970000,1.612410,-9.746546 
14.971000,1.565996,-9.684906 
14.972000,1.635617,-9.792777 
14.973000,1.589203,-9.684906 
14.974000,1.612410,-9.684906 
14.975000,1.612410,-9.731136 
14.976000,1.565996,-9.731136 
14.977000,1.635617,-9.684906 
14.978000,1.612410,-9.669495 
14.979000,1.635617,-9.638675 
14.980000,1.589203,-9.607855 
14.981000,1.589203,-9.607855 
14.982000,1.542790,-9.715726 
14.983000,1.612410,-9.731136 
14.984000,1.542790,-9.669495 
14.985000,1.565996,-9.715726 
14.986000,1.751651,-9.607855 
14.987000,1.728445,-9.715726 
14.988000,1.751651,-9.700316 
14.989000,1.705238,-9.746546 
14.990000,1.589203,-9.792777 
14.991000,1.612410,-9.823597 
14.992000,1.612410,-9.700316 
14.993000,1.612410,-9.761956 
14.994000,1.612410,-9.700316 
14.995000,1.589203,-9.761956 
14.996000,1.589203,-9.638675 
14.997000,1.612410,-9.808187 
14.998000,1.565996,-9.623265 
14.999000,1.635617,-9.761956 
15.000000,1.589203,-9.839007 
15.001000,1.612410,-9.808187 
15.002000,1.635617,-9.854417 
15.003000,1.612410,-9.777367 
15.004000,1.542790,-9.638675 
15.005000,1.635617,-9.654085 
15.006000,1.635617,-9.777367 
15.007000,1.682031,-9.669495 
15.008000,1.728445,-9.731136 
15.009000,1.682031,-9.792777 
15.010000,1.635617,-9.839007 
15.011000,1.565996,-9.823597 
15.012000,1.612410,-9.808187 
15.013000,1.589203,-9.854417 
15.014000,1.705238,-9.777367 
15.015000,1.728445,-9.731136 
15.016000,1.728445,-9.669495 
15.017000,1.589203,-9.869828 
15.018000,1.705238,-9.808187 
15.019000,1.565996,-9.715726 
15.020000,1.612410,-9.808187 
15.021000,1.635617,-9.715726 
15.022000,1.612410,-9.777367 
15.023000,1.635617,-9.777367 
15.024000,1.658824,-9.746546 
15.025000,1.728445,-9.746546 
15.026000,1.728445,-9.731136 
15.027000,1.798065,-9.654085 
15.028000,1.705238,-9.746546 
15.029000,1.798065,-9.731136 
15.030000,1.937306,-9.761956 
15.031000,1.798065,-9.684906 
15.032000,1.774858,-9.731136 
15.033000,1.728445,-9.761956 
15.034000,1.890893,-9.654085 
15.035000,1.774858,-9.669495 
15.036000,1.728445,-9.746546 
15.037000,1.682031,-9.684906 
15.038000,1.728445,-9.854417 
15.039000,1.728445,-9.808187 
15.040000,1.751651,-9.700316 
15.041000,1.705238,-9.684906 
15.042000,1.774858,-9.761956 
15.043000,1.751651,-9.731136 
15.044000,1.774858,-9.854417 
15.045000,1.774858,-9.684906 
15.046000,1.960513,-9.669495 
15.047000,1.705238,-9.731136 
15.048000,1.682031,-9.854417 
15.049000,1.960513,-9.746546 
15.050000,1.867686,-9.792777 
15.051000,1.867686,-9.715726 
15.052000,1.751651,-9.715726 
15.053000,1.960513,-9.761956 
15.054000,1.751651,-9.715726 
15.055000,1.728445,-9.746546 
15.056000,1.774858,-9.761956 
15.057000,1.774858,-9.761956 
15.058000,1.751651,-9.777367 
15.059000,1.774858,-9.900648 
15.060000,1.751651,-9.854417 
15.061000,1.751651,-9.900648 
15.062000,1.612410,-9.715726 
15.063000,1.844479,-9.715726 
15.064000,1.890893,-9.654085 
15.065000,1.728445,-9.823597 
15.066000,1.705238,-9.823597 
15.067000,1.844479,-9.761956 
15.068000,1.728445,-9.731136 
15.069000,1.774858,-9.808187 
15.070000,1.728445,-9.746546 
15.071000,1.774858,-9.715726 
15.072000,1.705238,-9.761956 
15.073000,1.728445,-9.823597 
15.074000,1.705238,-9.746546 
15.075000,1.890893,-9.808187 
15.076000,1.565996,-9.823597 
15.077000,1.565996,-9.761956 
15.078000,1.635617,-9.854417 
15.079000,1.937306,-9.669495 
15.080000,1.774858,-9.715726 
15.081000,1.658824,-9.839007 
15.082000,1.589203,-9.777367 
15.083000,1.635617,-9.700316 
15.084000,1.635617,-9.808187 
15.085000,1.682031,-9.808187 
15.086000,1.589203,-9.792777 
15.087000,1.612410,-9.715726 
15.088000,1.565996,-9.746546 
15.089000,1.612410,-9.638675 
15.090000,1.589203,-9.700316 
15.091000,1.751651,-9.854417 
15.092000,1.589203,-9.684906 
15.093000,1.658824,-9.731136 
15.094000,1.798065,-9.792777 
15.095000,1.635617,-9.746546 
15.096000,1.774858,-9.792777 
15.097000,1.821272,-9.684906 
15.098000,1.542790,-9.792777 
15.099000,1.682031,-9.808187 
15.100000,1.589203,-9.715726 
15.101000,1.565996,-9.746546 
15.102000,1.635617,-9.777367 
15.103000,1.658824,-9.777367 
15.104000,1.635617,-9.777367 
15.105000,1.612410,-9.700316 
15.106000,1.751651,-9.792777 
15.107000,1.589203,-9.700316 
15.108000,1.751651,-9.684906 
15.109000,1.612410,-9.792777 
15.110000,1.542790,-9.777367 
15.111000,1.589203,-9.761956 
15.112000,1.612410,-9.700316 
15.113000,1.658824,-9.761956 
15.114000,1.658824,-9.900648 
15.115000,1.589203,-9.638675 
15.116000,1.751651,-9.654085 
15.117000,1.751651,-9.731136 
15.118000,1.705238,-9.839007 
15.119000,1.658824,-9.638675 
15.120000,1.798065,-9.854417 
15.121000,1.589203,-9.931468 
15.122000,1.565996,-9.777367 
15.123000,1.542790,-9.808187 
15.124000,1.612410,-9.761956 
15.125000,1.589203,-9.731136 
15.126000,1.635617,-9.839007 
15.127000,1.542790,-9.792777 
15.128000,1.589203,-9.700316 
15.129000,1.682031,-9.684906 
15.130000,1.705238,-9.715726 
15.131000,1.589203,-9.746546 
15.132000,1.612410,-9.746546 
15.133000,1.635617,-9.731136 
15.134000,1.589203,-9.869828 
15.135000,1.565996,-9.684906 
15.136000,1.542790,-9.577035 
15.137000,1.635617,-9.715726 
15.138000,1.565996,-9.684906 
15.139000,1.589203,-9.731136 
15.140000,1.589203,-9.869828 
15.141000,1.589203,-9.746546 
15.142000,1.612410,-9.684906 
15.143000,1.658824,-9.654085 
15.144000,1.635617,-9.792777 
15.145000,1.589203,-9.761956 
15.146000,1.519583,-9.746546 
15.147000,1.612410,-9.731136 
15.148000,1.565996,-9.654085 
15.149000,1.565996,-9.700316 
15.150000,1.658824,-9.761956 
15.151000,1.565996,-9.777367 
15.152000,1.589203,-9.700316 
15.153000,1.589203,-9.715726 
15.154000,1.589203,-9.638675 
15.155000,1.612410,-9.823597 
15.156000,1.589203,-9.669495 
15.157000,1.612410,-9.715726 
15.158000,1.635617,-9.654085 
15.159000,1.612410,-9.715726 
15.160000,1.589203,-9.808187 
15.161000,1.589203,-9.792777 
15.162000,1.589203,-9.715726 
15.163000,1.612410,-9.777367 
15.164000,1.635617,-9.715726 
15.165000,1.589203,-9.761956 
15.166000,1.565996,-9.746546 
15.167000,1.612410,-9.792777 
15.168000,1.589203,-9.746546 
15.169000,1.589203,-9.854417 
15.170000,1.589203,-9.823597 
15.171000,1.612410,-9.808187 
15.172000,1.589203,-9.715726 
15.173000,1.589203,-9.808187 
15.174000,1.635617,-9.746546 
15.175000,1.565996,-9.808187 
15.176000,1.589203,-9.777367 
15.177000,1.612410,-9.761956 
15.178000,1.542790,-9.731136 
15.179000,1.612410,-9.792777 
15.180000,1.612410,-9.777367 
15.181000,1.612410,-9.684906 
15.182000,1.542790,-9.839007 
15.183000,1.635617,-9.777367 
15.184000,1.589203,-9.823597 
15.185000,1.612410,-9.777367 
15.186000,1.589203,-9.808187 
15.187000,1.565996,-9.731136 
15.188000,1.635617,-9.654085 
15.189000,1.589203,-9.777367 
15.190000,1.589203,-9.731136 
15.191000,1.565996,-9.669495 
15.192000,1.612410,-9.623265 
15.193000,1.589203,-9.638675 
15.194000,1.589203,-9.731136 
15.195000,1.589203,-9.623265 
15.196000,1.565996,-9.823597 
15.197000,1.635617,-9.777367 
15.198000,1.565996,-9.638675 
15.199000,1.449962,-9.792777 
15.200000,1.635617,-9.731136 
15.201000,1.728445,-9.669495 
15.202000,1.589203,-9.854417 
15.203000,1.612410,-9.900648 
15.204000,1.612410,-9.715726 
15.205000,1.612410,-9.669495 
15.206000,1.612410,-9.669495 
15.207000,1.612410,-9.746546 
15.208000,1.774858,-9.885238 
15.209000,1.705238,-9.792777 
15.210000,1.751651,-9.731136 
15.211000,1.728445,-9.808187 
15.212000,1.728445,-9.731136 
15.213000,1.728445,-9.761956 
15.214000,1.890893,-9.839007 
15.215000,1.565996,-9.854417 
15.216000,1.612410,-9.792777 
15.217000,1.589203,-9.715726 
15.218000,1.589203,-9.761956 
15.219000,1.589203,-9.839007 
15.220000,1.635617,-9.777367 
15.221000,1.612410,-9.839007 
15.222000,1.612410,-9.885238 
15.223000,1.612410,-9.746546 
15.224000,1.658824,-9.792777 
15.225000,1.589203,-9.731136 
15.226000,1.635617,-9.731136 
15.227000,1.565996,-9.654085 
15.228000,1.589203,-9.638675 
15.229000,1.682031,-9.700316 
15.230000,1.658824,-9.808187 
15.231000,1.612410,-9.715726 
15.232000,1.589203,-9.761956 
15.233000,1.542790,-9.623265 
15.234000,1.449962,-9.684906 
15.235000,1.612410,-9.731136 
15.236000,1.565996,-9.746546 
15.237000,1.612410,-9.638675 
15.238000,1.542790,-9.684906 
15.239000,1.589203,-9.854417 
15.240000,1.612410,-9.700316 
15.241000,1.612410,-9.777367 
15.242000,1.635617,-9.839007 
15.243000,1.542790,-9.746546 
15.244000,1.589203,-9.746546 
15.245000,1.612410,-9.746546 
15.246000,1.565996,-9.777367 
15.247000,1.612410,-9.715726 
15.248000,1.589203,-9.823597 
15.249000,1.565996,-9.731136 
15.250000,1.705238,-9.623265 
15.251000,1.589203,-9.731136 
15.252000,1.635617,-9.731136 
15.253000,1.449962,-9.700316 
15.254000,1.473169,-9.561624 
15.255000,1.565996,-9.684906 
15.256000,1.612410,-9.715726 
15.257000,1.635617,-9.746546 
15.258000,1.589203,-9.715726 
15.259000,1.589203,-9.746546 
15.260000,1.612410,-9.731136 
15.261000,1.635617,-9.684906 
15.262000,1.565996,-9.854417 
15.263000,1.612410,-9.792777 
15.264000,1.565996,-9.746546 
15.265000,1.565996,-9.638675 
15.266000,1.565996,-9.823597 
15.267000,1.589203,-9.808187 
15.268000,1.565996,-9.746546 
15.269000,1.565996,-9.669495 
15.270000,1.565996,-9.869828 
15.271000,1.612410,-9.731136 
15.272000,1.774858,-9.746546 
15.273000,1.798065,-9.669495 
15.274000,1.728445,-9.684906 
15.275000,1.728445,-9.761956 
15.276000,1.774858,-9.700316 
15.277000,1.728445,-9.669495 
15.278000,1.798065,-9.715726 
15.279000,1.751651,-9.792777 
15.280000,1.751651,-9.792777 
15.281000,1.774858,-9.746546 
15.282000,1.589203,-9.715726 
15.283000,1.589203,-9.869828 
15.284000,1.612410,-9.792777 
15.285000,1.612410,-9.792777 
15.286000,1.449962,-9.808187 
15.287000,1.519583,-9.715726 
15.288000,1.612410,-9.715726 
15.289000,1.589203,-9.823597 
15.290000,1.589203,-9.777367 
15.291000,1.589203,-9.823597 
15.292000,1.589203,-9.761956 
15.293000,1.519583,-9.808187 
15.294000,1.473169,-9.638675 
15.295000,1.589203,-9.669495 
15.296000,1.589203,-9.700316 
15.297000,1.635617,-9.654085 
15.298000,1.635617,-9.823597 
15.299000,1.565996,-9.638675 
15.300000,1.751651,-9.746546 
15.301000,1.705238,-9.854417 
15.302000,1.682031,-9.823597 
15.303000,1.728445,-9.792777 
15.304000,1.705238,-9.731136 
15.305000,1.589203,-9.731136 
15.306000,1.612410,-9.777367 
15.307000,1.612410,-9.746546 
15.308000,1.635617,-9.777367 
15.309000,1.844479,-9.669495 
15.310000,1.612410,-9.792777 
15.311000,1.728445,-9.761956 
