time (s) 	 Flowrate (scfm) 
0.572000 	 20.491048 
0.573000 	 20.113054 
0.574000 	 20.491048 
0.575000 	 20.239052 
0.576000 	 20.617045 
0.577000 	 20.239052 
0.578000 	 20.617045 
0.579000 	 20.239052 
0.580000 	 20.743043 
0.581000 	 20.743043 
0.582000 	 20.869041 
0.583000 	 20.113054 
0.584000 	 20.239052 
0.585000 	 20.617045 
0.586000 	 20.365050 
0.587000 	 20.743043 
0.588000 	 20.743043 
0.589000 	 20.113054 
0.590000 	 20.239052 
0.591000 	 20.617045 
0.592000 	 20.743043 
0.593000 	 20.113054 
0.594000 	 20.365050 
0.595000 	 20.239052 
0.596000 	 20.995039 
0.597000 	 20.365050 
0.598000 	 20.239052 
0.599000 	 20.869041 
0.600000 	 20.113054 
0.601000 	 20.365050 
0.602000 	 20.365050 
0.603000 	 20.617045 
0.604000 	 20.239052 
0.605000 	 20.365050 
0.606000 	 20.239052 
0.607000 	 20.113054 
0.608000 	 20.239052 
0.609000 	 20.239052 
0.610000 	 19.987057 
0.611000 	 20.113054 
0.612000 	 20.365050 
0.613000 	 20.113054 
0.614000 	 20.491048 
0.615000 	 20.239052 
0.616000 	 20.617045 
0.617000 	 20.239052 
0.618000 	 20.617045 
0.619000 	 20.239052 
0.620000 	 20.491048 
0.621000 	 20.365050 
0.622000 	 20.617045 
0.623000 	 20.239052 
0.624000 	 20.365050 
0.625000 	 20.617045 
0.626000 	 20.365050 
0.627000 	 20.239052 
0.628000 	 20.365050 
0.629000 	 20.491048 
0.630000 	 20.617045 
0.631000 	 20.491048 
0.632000 	 20.491048 
0.633000 	 20.239052 
0.634000 	 20.617045 
0.635000 	 20.617045 
0.636000 	 20.491048 
0.637000 	 20.239052 
0.638000 	 20.365050 
0.639000 	 20.365050 
0.640000 	 20.239052 
0.641000 	 20.365050 
0.642000 	 20.365050 
0.643000 	 19.987057 
0.644000 	 20.239052 
0.645000 	 20.239052 
0.646000 	 20.491048 
0.647000 	 20.365050 
