time (s) 	 Voltage (V) 
0.356000 	 1.682912 
0.357000 	 2.733465 
0.358000 	 8.292641 
0.359000 	 7.240800 
0.360000 	 1.686774 
0.361000 	 2.736040 
0.362000 	 8.295216 
0.363000 	 7.238225 
0.364000 	 1.681625 
0.365000 	 2.738615 
0.366000 	 8.296503 
0.367000 	 7.235651 
0.368000 	 1.679050 
0.369000 	 2.741190 
0.370000 	 8.299078 
0.371000 	 7.233076 
0.372000 	 1.677762 
0.373000 	 2.743764 
0.374000 	 8.301653 
0.375000 	 7.231788 
0.376000 	 1.675187 
0.377000 	 2.747627 
0.378000 	 8.301653 
0.379000 	 7.227926 
0.380000 	 1.675187 
0.381000 	 2.748914 
0.382000 	 8.302940 
0.383000 	 7.226638 
0.384000 	 1.672612 
0.385000 	 2.752777 
0.386000 	 8.305515 
0.387000 	 7.224064 
0.388000 	 1.670038 
0.389000 	 2.754064 
0.390000 	 8.306803 
0.391000 	 7.221489 
0.392000 	 1.668750 
0.393000 	 2.756639 
0.394000 	 8.308090 
0.395000 	 7.218914 
0.396000 	 1.666175 
0.397000 	 2.759214 
0.398000 	 8.309377 
0.399000 	 7.216339 
0.400000 	 1.664888 
0.401000 	 2.761789 
0.402000 	 8.310665 
0.403000 	 7.215051 
0.404000 	 1.663600 
0.405000 	 2.764363 
0.406000 	 8.313240 
0.407000 	 7.208614 
0.408000 	 1.661025 
0.409000 	 2.765651 
0.410000 	 8.314527 
0.411000 	 7.207327 
0.412000 	 1.659738 
0.413000 	 2.768226 
0.414000 	 8.315815 
0.415000 	 7.206039 
0.416000 	 1.657163 
0.417000 	 2.770801 
0.418000 	 8.318389 
0.419000 	 7.202177 
0.420000 	 1.655876 
0.421000 	 2.773376 
0.422000 	 8.319677 
0.423000 	 7.199602 
0.424000 	 1.657163 
0.425000 	 2.775950 
0.426000 	 8.320964 
0.427000 	 7.198315 
0.428000 	 1.654588 
0.429000 	 2.778525 
0.430000 	 8.323539 
0.431000 	 7.195740 
0.432000 	 1.653301 
0.433000 	 2.781100 
0.434000 	 8.324827 
0.435000 	 7.194452 
0.436000 	 1.650726 
0.437000 	 2.783675 
0.438000 	 8.327402 
0.439000 	 7.190590 
0.440000 	 1.649438 
0.441000 	 2.786250 
0.442000 	 8.328689 
0.443000 	 7.189303 
0.444000 	 1.645576 
0.445000 	 2.788825 
0.446000 	 8.329976 
0.447000 	 7.186728 
0.448000 	 1.645576 
0.449000 	 2.791400 
0.450000 	 8.332551 
0.451000 	 7.184153 
0.452000 	 1.644289 
0.453000 	 2.793975 
0.454000 	 8.329976 
0.455000 	 7.181578 
0.456000 	 1.640426 
0.457000 	 2.796550 
0.458000 	 8.332551 
0.459000 	 7.179003 
0.460000 	 1.639139 
0.461000 	 2.799124 
0.462000 	 8.333839 
0.463000 	 7.176428 
0.464000 	 1.637851 
0.465000 	 2.801699 
0.466000 	 8.336414 
0.467000 	 7.175141 
0.468000 	 1.636564 
0.469000 	 2.802987 
0.470000 	 8.338989 
0.471000 	 7.168704 
0.472000 	 1.635277 
0.473000 	 2.806849 
0.474000 	 8.340276 
0.475000 	 7.167416 
0.476000 	 1.632702 
0.477000 	 2.808137 
0.478000 	 8.342851 
0.479000 	 7.164841 
0.480000 	 1.631414 
0.481000 	 2.810711 
0.482000 	 8.344138 
0.483000 	 7.163554 
0.484000 	 1.628839 
0.485000 	 2.813286 
0.486000 	 8.345426 
0.487000 	 7.160979 
0.488000 	 1.628839 
0.489000 	 2.815861 
0.490000 	 8.348001 
0.491000 	 7.158404 
0.492000 	 1.626265 
0.493000 	 2.818436 
0.494000 	 8.349288 
0.495000 	 7.155829 
0.496000 	 1.624977 
0.497000 	 2.821011 
0.498000 	 8.351863 
0.499000 	 7.153254 
0.500000 	 1.623690 
0.501000 	 2.824873 
0.502000 	 8.353150 
0.503000 	 7.150679 
0.504000 	 1.621115 
0.505000 	 2.827448 
0.506000 	 8.354438 
0.507000 	 7.149392 
0.508000 	 1.619827 
0.509000 	 2.830023 
0.510000 	 8.355725 
0.511000 	 7.146817 
0.512000 	 1.618540 
0.513000 	 2.831310 
0.514000 	 8.358300 
0.515000 	 7.144242 
0.516000 	 1.617252 
0.517000 	 2.835173 
0.518000 	 8.354438 
0.519000 	 7.141667 
0.520000 	 1.614678 
0.521000 	 2.836460 
0.522000 	 8.358300 
0.523000 	 7.139092 
0.524000 	 1.613390 
0.525000 	 2.839035 
0.526000 	 8.360875 
0.527000 	 7.137805 
0.528000 	 1.612103 
0.529000 	 2.841610 
0.530000 	 8.362163 
0.531000 	 7.133943 
0.532000 	 1.610815 
0.533000 	 2.844185 
0.534000 	 8.363450 
0.535000 	 7.131368 
0.536000 	 1.608240 
0.537000 	 2.846760 
0.538000 	 8.366025 
0.539000 	 7.128793 
0.540000 	 1.606953 
0.541000 	 2.849335 
0.542000 	 8.368600 
0.543000 	 7.126218 
0.544000 	 1.605665 
0.545000 	 2.850622 
0.546000 	 8.369887 
0.547000 	 7.123643 
0.548000 	 1.605665 
0.549000 	 2.853197 
0.550000 	 8.371175 
0.551000 	 7.121068 
0.552000 	 1.603091 
0.553000 	 2.857059 
0.554000 	 8.372462 
0.555000 	 7.118493 
0.556000 	 1.601803 
0.557000 	 2.858347 
0.558000 	 8.375037 
0.559000 	 7.115918 
0.560000 	 1.600516 
0.561000 	 2.860922 
0.562000 	 8.376324 
0.563000 	 7.113344 
0.564000 	 1.599228 
0.565000 	 2.866071 
0.566000 	 8.378899 
0.567000 	 7.110769 
0.568000 	 1.596653 
0.569000 	 2.868646 
0.570000 	 8.380187 
0.571000 	 7.108194 
0.572000 	 1.595366 
0.573000 	 2.869934 
0.574000 	 8.382762 
0.575000 	 7.106906 
0.576000 	 1.592791 
0.577000 	 2.872509 
0.578000 	 8.384049 
0.579000 	 7.104331 
0.580000 	 1.591504 
0.581000 	 2.876371 
0.582000 	 8.382762 
0.583000 	 7.100469 
0.584000 	 1.590216 
0.585000 	 2.877658 
0.586000 	 8.385336 
0.587000 	 7.099182 
0.588000 	 1.587641 
0.589000 	 2.880233 
0.590000 	 8.386624 
0.591000 	 7.096607 
0.592000 	 1.586354 
0.593000 	 2.882808 
0.594000 	 8.389199 
0.595000 	 7.094032 
0.596000 	 1.585066 
0.597000 	 2.884096 
0.598000 	 8.390486 
0.599000 	 7.091457 
0.600000 	 1.582491 
0.601000 	 2.886671 
0.602000 	 8.391774 
0.603000 	 7.087595 
0.604000 	 1.581204 
0.605000 	 2.889245 
0.606000 	 8.393061 
0.607000 	 7.085020 
0.608000 	 1.579917 
0.609000 	 2.891820 
0.610000 	 8.395636 
0.611000 	 7.082445 
0.612000 	 1.582491 
0.613000 	 2.894395 
0.614000 	 8.396923 
0.615000 	 7.079870 
0.616000 	 1.579917 
0.617000 	 2.898257 
0.618000 	 8.399498 
0.619000 	 7.078583 
0.620000 	 1.578629 
0.621000 	 2.899545 
0.622000 	 8.400786 
0.623000 	 7.076008 
0.624000 	 1.576054 
0.625000 	 2.902120 
0.626000 	 8.402073 
0.627000 	 7.073433 
0.628000 	 1.574767 
0.629000 	 2.905982 
0.630000 	 8.403361 
0.631000 	 7.070858 
0.632000 	 1.572192 
0.633000 	 2.908557 
0.634000 	 8.405936 
0.635000 	 7.066996 
0.636000 	 1.570904 
0.637000 	 2.911132 
0.638000 	 8.407223 
0.639000 	 7.065708 
0.640000 	 1.568330 
0.641000 	 2.913707 
0.642000 	 8.408510 
0.643000 	 7.063133 
0.644000 	 1.567042 
0.645000 	 2.914994 
0.646000 	 8.409798 
0.647000 	 7.060558 
0.648000 	 1.565755 
0.649000 	 2.917569 
0.650000 	 8.411085 
0.651000 	 7.057984 
0.652000 	 1.563180 
0.653000 	 2.920144 
0.654000 	 8.413660 
0.655000 	 7.055409 
0.656000 	 1.560605 
0.657000 	 2.922719 
0.658000 	 8.414948 
0.659000 	 7.050259 
0.660000 	 1.559318 
0.661000 	 2.925294 
0.662000 	 8.414948 
0.663000 	 7.048971 
0.664000 	 1.558030 
0.665000 	 2.927869 
0.666000 	 8.417523 
0.667000 	 7.046397 
0.668000 	 1.555455 
0.669000 	 2.930444 
0.670000 	 8.418810 
0.671000 	 7.043822 
0.672000 	 1.554168 
0.673000 	 2.931731 
0.674000 	 8.420097 
0.675000 	 7.041247 
0.676000 	 1.556743 
0.677000 	 2.935593 
0.678000 	 8.421385 
0.679000 	 7.038672 
0.680000 	 1.554168 
0.681000 	 2.938168 
0.682000 	 8.422672 
0.683000 	 7.036097 
0.684000 	 1.552880 
0.685000 	 2.940743 
0.686000 	 8.425247 
0.687000 	 7.034810 
0.688000 	 1.550305 
0.689000 	 2.943318 
0.690000 	 8.426535 
0.691000 	 7.030947 
0.692000 	 1.547731 
0.693000 	 2.945893 
0.694000 	 8.429110 
0.695000 	 7.029660 
0.696000 	 1.546443 
0.697000 	 2.948468 
0.698000 	 8.430397 
0.699000 	 7.027085 
